"id";"momentary_wellbeing_angry_ema";"momentary_wellbeing_worried_ema";"momentary_wellbeing_happy_ema";"momentary_wellbeing_sad_ema";"momentary_wellbeing_stressed_ema";"momentary_wellbeing_lonely_ema";"momentary_wellbeing_accepted_ema";"momentary_context_activity_ema";"momentary_context_social_media_ema"
"FA20_FZFQFU02PCZX";1;1;4;1;1;1;4;"15";NA
"FA20_D54124WPYK9G";1;2;4;1;2;1;3;"1,5,13,18";1
"FA20_CFPSWBWW8ZHS";1;2;3;1;2;1;3;"9";NA
"FA20_M0AVSJPPH244";1;1;4;1;1;1;4;"19";NA
"FA20_QMC3L6PBL2YZ";1;3;1;2;3;1;3;"1";NA
"FA20_RZSSLVYW3ZAZ";1;1;1;1;1;1;1;"1";NA
"FA20_V5W6BN258N3S";1;1;2;1;2;1;1;"1,5,18";3
"FA20_JW6UJ9RBKK7J";1;2;3;1;2;1;4;"4,5,15,18";3
"FA20_ZG1OU8FF8MKT";1;2;3;1;4;1;3;"1,2";NA
"FA20_T51DYP8QZNQE";1;3;3;2;3;1;3;"2,4,15";NA
"FA20_SW6UACJMJMQQ";1;2;3;1;4;2;3;"2";NA
"FA20_AGH9D6Z2B21F";1;1;3;3;1;3;3;"2,5,9,13";1
"FA20_2TSBPAE5HQ72";1;2;2;2;1;2;3;"1,2,5,18";1
"FA20_E5MZCP47FWN1";2;2;2;1;2;1;2;"15";NA
"FA20_W5766ZPSUH70";3;2;2;2;4;2;2;"2,4,5";1
"FA20_01GGS494K9QA";1;1;1;2;2;2;1;"1,2";NA
"FA20_6KT1SA9XP5DR";1;3;3;2;3;2;3;"1,2,4,5";1
"FA20_LRCQNCT7Q0NL";1;1;1;1;1;1;2;"1,4,5,18";1
"FA20_WQPOFOXS0KC3";1;3;1;1;4;1;1;"15";NA
"FA20_OBPMXIG0DHYS";1;2;3;1;3;1;NA;"7";NA
"FA20_UE5T3BFRY00W";1;1;2;1;3;1;2;"18";NA
"FA20_MS9MDTLEPRF9";1;1;2;1;1;3;2;"1,5";1
"FA20_U3ZZQHGCWZHG";1;1;4;1;2;1;4;"9";NA
"FA20_QTXOM6KCRH5Z";1;1;4;1;1;1;4;"2,9";NA
"FA20_YJXBKGRGH4UH";1;2;3;1;2;1;2;"1,5,10,18";1
"FA20_8UHGH89F82PS";1;1;4;2;2;1;4;"10,18";NA
"FA20_EJ5FPLPXVT4U";1;2;3;2;3;2;3;"1";NA
"FA20_VIWSWPC4VGL7";1;3;1;3;4;4;1;"15";NA
"FA20_4ZTCU4HQFR8E";2;3;2;1;2;1;2;"19";NA
"FA20_ZEIUC854BCK9";1;1;1;3;2;3;2;"4,12,15";NA
"FA20_KPM312Z71WOJ";1;1;3;1;2;1;2;"1";NA
"FA20_5SXI7HF90IG7";1;2;2;1;2;1;2;"2,5,10,18";1
"FA20_97FAF9VZ734C";1;2;3;1;2;1;2;"17,18";NA
"FA20_MRBLJWFHWM37";1;1;1;1;1;1;1;"19";NA
"FA20_JMFJSRUWZO22";1;2;1;2;3;2;1;"5,10,18";1
"FA20_HKHN6PQOUMB4";1;1;3;1;2;2;2;"2";NA
"FA20_XH49Y8HW414C";1;1;2;2;3;2;1;"1";NA
"FA20_O5OGAVXX5JOM";1;1;3;1;2;1;2;"2,9,10";NA
"FA20_K658BGZTQ0GG";1;1;2;1;3;1;4;"1";NA
"FA20_JMNYWJN8COJH";1;2;3;1;2;1;4;"1,2,4,5,9";1
"FA20_7LTLZXLJF9GR";2;3;1;1;3;1;2;"2,4,5";1
"FA20_ZROLUEW2DL37";1;1;2;1;1;1;2;"1,4,18";NA
"FA20_BOTXJ03SMJTM";1;1;NA;1;1;1;1;NA;NA
"FA20_8NTFF7PL11T6";1;1;4;1;3;1;4;"2,12,18";NA
"FA20_OVZJGB4DINX4";1;3;2;1;3;2;3;"1";NA
"FA20_JNPLDZV8CUCY";1;1;2;2;1;1;2;"15";NA
"FA20_QTA6CPPVST3S";2;3;2;2;4;1;2;"1,2,18";NA
"FA20_G80MXJMUT02V";1;1;3;1;1;1;3;"18";NA
"FA20_T4H6A759ZE3P";1;2;2;2;3;3;3;"12";NA
"FA20_VNUQKCOY7PMX";1;3;2;3;3;3;3;"1,7,12";NA
"FA20_YWYYTM03PR4C";1;1;3;1;2;1;3;"1,5,18";1
"FA20_CJ05SVD6ZM57";1;2;1;1;3;1;3;"3,4,5";1
"FA20_0IVRD2QPWXI2";2;3;2;2;4;2;3;"4,5,15";1
"FA20_QQ72JKP8R2SQ";2;3;2;1;4;1;2;"1,2";NA
"FA20_IX3U6HEU52O8";1;1;1;1;1;1;1;"18";NA
"FA20_VF1CV8G80GTX";1;3;3;2;4;3;2;"1";NA
"FA20_FH8BIBFQGPKN";1;1;3;1;2;1;3;"1,15";NA
"FA20_ANBJGSMP5D0H";1;1;3;1;1;1;NA;"15";NA
"FA20_B86L645P06RU";1;1;2;1;2;2;1;"2";NA
"FA20_A1UMZQUNIFXE";2;4;2;4;4;4;2;"2,9,18";NA
"FA20_IYQFIO9S54FS";1;1;4;1;1;1;4;"2";NA
"FA20_V1EIWOSS90HR";1;2;3;1;2;2;3;"1,2,9";NA
"FA20_YI7U1WC6W3KB";1;3;2;2;4;4;1;"1,5";1
"FA20_SX11UUN9SBPU";1;1;2;1;2;1;4;"1";NA
"FA20_5O972WLZHQFH";1;2;3;1;3;1;3;"1,2,4,5";1
"FA20_OY9GA9S7LCP2";2;3;1;3;4;2;1;"1,2";NA
"FA20_OAU3IPVWRX7Y";1;1;2;1;1;1;2;"15";NA
"FA20_3MGF1WUKKZX6";2;4;1;4;4;1;2;"2";NA
"FA20_Z6LPHLEK70GT";1;2;2;1;3;1;2;"2,6,7";NA
"FA20_M0UL1LG2ZYWO";1;1;1;2;2;2;1;"1";NA
"FA20_ACKJM8X7MFQA";1;1;4;1;1;1;3;"4";NA
"FA20_7RK3U01JNCD2";4;1;1;2;4;1;4;"1";NA
"FA20_QOYLFAWOD3NW";1;4;3;2;4;2;2;"1,2";NA
"FA20_UZHDNS5PEZ1N";1;2;3;1;3;2;3;"1";NA
"FA20_1AJ8KNEWTVZZ";1;2;2;1;2;2;2;"4,12,18";NA
"FA20_X1M08M2DCRCO";1;2;2;4;2;2;2;"14";NA
"FA20_RN8PNALHSGZC";1;1;3;1;1;1;4;"18";NA
"FA20_WP6YRB4F0VKH";1;1;3;1;1;1;3;"18";NA
"FA20_8T53PER4PQL2";2;3;2;4;4;4;2;"9,15";NA
"FA20_YX0THXMD4YZE";1;1;2;1;2;1;2;"7";NA
"FA20_QESXAK55DFH6";2;4;1;3;4;2;1;"2,12";NA
"FA20_97TNS17VC9BK";3;3;1;4;2;2;1;"3,10";NA
"FA20_T2BP2P4NNTLS";1;1;2;1;2;1;4;"1";NA
"FA20_GIQ617LXZYLD";1;4;3;1;4;1;1;"1";NA
"FA20_PMBBB66IPQMR";1;2;2;2;4;1;3;"2";NA
"FA20_AN3YPS0CBOYL";1;1;2;1;1;1;2;"1,7,12";NA
"FA20_J9ZOCCU5PY62";1;1;4;1;1;1;1;"4";NA
"FA20_RM1TWEXX6QFX";1;2;4;2;2;1;3;"1,4,5,9";3
"FA20_0QJX4YSAUWPF";1;1;4;1;2;1;4;"2,5,12";2
"FA20_I8P5HAXP184O";1;1;2;1;2;1;4;"18";NA
"FA20_7CTRIIMK3C79";1;2;2;1;3;1;2;"1,2";NA
"FA20_XLX1V6SZ8A2N";1;1;3;1;3;1;2;"1";NA
"FA20_LYD5I751CJEG";1;1;2;1;2;1;2;"1";NA
"FA20_LR58AWLU3UOP";1;1;3;3;1;3;2;"10";NA
"FA20_M1U2JUOEEPA0";1;1;3;1;2;1;3;"4,10";NA
"FA20_P1TGDUU8ZVLR";1;2;NA;NA;2;2;NA;"1,2,12,18";NA
"FA20_JIQRWTJVXH8B";1;1;4;1;2;1;4;"2";NA
"FA20_1HCM9SEFIRTT";1;2;3;1;1;1;2;"5,8,12";1
"FA20_8251MH4GKSGS";1;2;2;2;2;2;2;"2";NA
"FA20_UPDNUMS92WMD";1;1;3;1;1;1;3;"2";NA
"FA20_F4E3C9V02ZNX";1;2;2;1;2;3;2;"1,2,6,18";NA
"FA20_HO81GXD1LOQW";1;1;1;1;1;1;1;"1";NA
"FA20_DZ9KY0STG8LV";1;2;2;2;2;2;2;"1,10,12";NA
"FA20_AN40U9G5V5TF";1;1;2;1;2;1;3;"10,18";NA
"FA20_15XHSJL6ZMQ9";2;3;2;3;4;2;2;"2,5,18";1
"FA20_6XZZ2LU7HWLW";1;1;3;1;1;1;2;"1";NA
"FA20_8VDVM45JBZAL";1;1;1;1;1;1;1;"1,18";NA
"FA20_QBFVI3SX4GD3";1;1;1;1;1;1;1;"5";3
"FA20_3R4GFERH2ZKT";1;3;4;1;1;1;4;"1";NA
"FA20_8YVN6JVPLYO1";1;1;4;1;2;1;4;"2,9,18";NA
"FA20_M0AVSJPPH244";1;1;4;1;1;1;4;"19";NA
"FA20_JZY3WRQQULX2";2;2;2;2;2;2;2;"9";NA
"FA20_FXUI80F6PMAZ";1;1;4;2;2;1;3;"1,2";NA
"FA20_AH4DKWEE3Q7I";1;2;2;2;4;3;3;"1,2,5";2
"FA20_C6Q6X42M5QLG";1;1;1;4;1;4;1;"1,5,15,18";3
"FA20_9GVI561L38ZC";1;2;3;2;2;1;3;"15";NA
"FA20_M7CTNQ3QW9JN";1;1;4;1;2;1;4;"1,5,6,18";1
"FA20_ZE7N74JP3LHT";1;1;1;1;1;1;1;"11,15";NA
"FA20_VPJLBEWZY54Q";1;2;3;1;2;2;3;"2,4,5";1
"FA20_WYYFZS62X2NX";1;4;2;1;4;1;1;"1,2";NA
"FA20_VNAFWFKQ9MYY";1;1;2;1;2;1;2;"5,18";2
"FA20_IFOIA4EX6T17";1;3;3;3;1;1;3;"2,4,5";2
"FA20_ECZQAHSRBV9D";1;2;2;1;2;2;2;"1";NA
"FA20_GDT5CPYPFHAR";2;3;3;3;4;3;3;"1,2,4,5,9";1
"FA20_XDHGFNEKPEIU";1;1;2;2;1;2;2;"15";NA
"FA20_1984EBYSK07A";1;1;3;1;1;1;3;"1";NA
"FA20_1CT1IHMU8IGH";1;4;2;1;4;1;4;"2,18";NA
"FA20_NUZW4DJ2XVPD";1;1;2;1;3;2;NA;"5";4
"FA20_ONXPBM7709WW";1;1;2;1;1;1;4;"6";NA
"FA20_HKHN6PQOUMB4";1;1;2;1;2;1;3;"3";NA
"FA20_U3ZZQHGCWZHG";2;2;2;1;1;1;2;"1,2,5";1
"FA20_RBXABO5QVHAQ";1;1;1;1;1;1;1;"15";NA
"FA20_JEPC7IYEL2JT";1;2;4;1;2;1;4;"2,4,9,16,17,18";NA
"FA20_OAA1SWV1EZGL";1;3;1;1;3;1;1;"15";NA
"FA20_40B6HLDKY70U";1;1;1;1;1;1;1;"1,4,7";NA
"FA20_1AQ4PRUN0HNH";1;2;2;3;3;1;4;"1,15";NA
"FA20_PI9Z0PSXLREI";1;1;1;1;3;3;2;"2,12,18";NA
"FA20_LKF8ICHFRE83";1;1;2;1;1;2;2;"1,4";NA
"FA20_MZZ7DYQXI3IK";1;3;2;1;4;1;1;"2,5,6,9";1
"FA20_M1TOAA28Y1B1";1;1;2;1;1;1;2;"2";NA
"FA20_YXAT3DZZVNMI";1;1;4;1;1;1;3;"2,7,16";NA
"FA20_AGH9D6Z2B21F";1;1;2;3;1;3;3;"2";NA
"FA20_L2CL1UU0UHZU";2;2;3;2;2;2;2;"2,5";2
"FA20_88QEHRWB8GLI";1;1;4;1;1;1;4;"1,2";NA
"FA20_KO1LUKTGUKLE";1;4;2;3;4;3;2;"2,5,10,12,13,15";3
"FA20_RONLPC2YX45I";1;1;3;2;2;1;4;"9";NA
"FA20_EYH54WNSCJCF";1;1;4;1;2;1;4;"4,18";NA
"FA20_WTYGKCZ9R79K";1;2;3;1;2;1;3;"2,5";3
"FA20_5PGYS8YMJ7PK";1;1;2;1;1;1;2;"13";NA
"FA20_UCK5K21J5MXI";1;1;3;2;2;2;3;"2";NA
"FA20_LLA8C58C0XY2";1;3;3;1;4;1;2;"1,2,7";NA
"FA20_ZPSLF94XFJAZ";1;2;2;2;3;2;2;"2";NA
"FA20_ABIE02B4NYUW";1;1;4;1;1;1;4;"18";NA
"FA20_MJARZ4AYEDZV";1;2;4;1;2;2;3;"2";NA
"FA20_2NY4QTF1SDIX";1;2;3;2;2;1;3;"5,6,9,12";1
"FA20_TLBI628LVN89";1;1;2;2;1;3;2;"3";NA
"FA20_VVJABDFTID35";1;2;1;2;4;1;1;"19";NA
"FA20_WQPOFOXS0KC3";3;3;2;1;4;1;3;"2";NA
"FA20_1L2HFGGYW98L";1;1;3;2;2;2;3;"1";NA
"FA20_5K7B05J08277";2;2;1;1;4;NA;NA;"15";NA
"FA20_OQIAACUAN3HW";1;1;3;1;1;1;4;"1";NA
"FA20_NJBHWCWA1HJ6";2;3;1;3;3;4;1;"15,18";NA
"FA20_FL9IY2ADH0EE";2;1;2;1;1;1;3;"2";NA
"FA20_V81KWOHA7DG1";1;1;3;1;1;1;4;"1";NA
"FA20_PIPJ6IDWUJT8";1;1;1;2;2;2;2;"2,5,10,12";2
"FA20_4XN4G1RRUX28";1;2;2;1;2;2;1;"2,5,10,18";1
"FA20_S15ZJ2AWU62Z";1;1;2;2;2;2;2;"7,18";NA
"FA20_9DMW3O6RBU8Y";1;1;3;1;4;2;2;"15,18";NA
"FA20_ERZJ5R2LM5MV";1;1;4;1;1;1;4;"2";NA
"FA20_DGRW61Y4U6C3";2;2;1;3;3;3;2;"1,2,18";NA
"FA20_6RRB7RD66BEJ";1;1;4;1;1;1;4;"2,12";NA
"FA20_M71OBT45EJ8B";1;1;2;3;3;3;1;"2";NA
"FA20_NRXINWLMZO8I";1;1;1;1;1;1;1;"1,2,13";NA
"FA20_2G6MVH3F3JO4";2;1;2;2;1;2;2;"1,2";NA
"FA20_5XXLF8A4JZS6";1;1;2;1;2;1;2;"5,10,18";3
"FA20_YVZR82U09FFN";1;1;3;1;1;1;4;"9,18,19";NA
"FA20_ETAH6XP6PQVC";1;1;2;1;2;1;1;"2,4";NA
"FA20_QYB68S38W0BS";1;1;2;1;2;2;NA;"1,2,12,18";NA
"FA20_4P9VLEDMUDPN";1;1;1;1;1;1;2;"1";NA
"FA20_3POP0B2CNLFH";1;1;4;1;1;1;3;"1,18";NA
"FA20_3FVB6E6CF9UT";3;3;2;1;3;3;2;"1,2,4";NA
"FA20_8DR420GF3EMC";1;2;2;2;3;2;2;"1,2,19";NA
"FA20_G80MXJMUT02V";1;1;3;1;1;1;3;"2,9,10";NA
"FA20_W5766ZPSUH70";2;2;2;2;3;2;3;"2,4,5,9,12,18";1
"FA20_1CWLMO6WDJQH";2;2;2;2;3;1;2;"3,5,18";1
"FA20_VG2M51C5SYUV";1;1;3;1;2;1;2;"2";NA
"FA20_UPYGW4IDGSJE";3;3;1;4;4;4;3;"2,12";NA
"FA20_J3DEG9KUSRL7";1;1;2;1;2;1;NA;"15";NA
"FA20_1Y91NEDKRAM0";1;3;1;2;3;2;2;"5";4
"FA20_65LA8QRH88W2";1;1;2;1;2;1;3;"1";NA
"FA20_NQY7YO06PF9T";1;2;4;1;1;1;4;"1,5,12";1
"FA20_SKUF6VFTOFAK";1;4;1;4;4;2;2;"2,5";2
"FA20_OQBJ7QG1EPRS";1;1;1;1;2;3;1;"5,18";3
"FA20_CK54W46WDWLO";2;2;2;1;2;1;3;"1";NA
"FA20_2AT2LY5G5UB1";1;2;3;2;4;3;2;"10,18";NA
"FA20_SI9KMXLM53JD";1;1;3;1;2;1;2;"2,5";4
"FA20_KGJ4VFW9GMFU";1;2;3;1;3;1;3;"4,5,13";2
"FA20_WQJ6SX9H2BE7";1;2;4;1;2;2;3;"1,2";NA
"FA20_NXP8TNKD9GL0";1;2;3;1;2;1;3;"9,18";NA
"FA20_UD1SAU6TNU9D";2;3;NA;2;3;NA;NA;"1,2,17";NA
"FA20_IP4J6QMYRYJ2";1;1;2;1;2;1;2;"1";NA
"FA20_IBIV0W7CABS2";2;3;3;2;3;3;2;"7,13,14";NA
"FA20_E5MZCP47FWN1";1;3;2;1;3;1;2;"5";4
"FA20_E4QF2SZ0AAIF";1;4;3;2;4;1;3;"18";NA
"FA20_OR4ZWH416ZID";1;2;3;2;3;2;3;"2";NA
"FA20_LMHB72O8VAC5";1;3;2;3;4;2;1;"8";NA
"FA20_XZX7ZXXEVZ8D";1;2;3;1;2;1;3;"2,3,5";2
"FA20_YBFVOTG25O6M";1;2;3;1;3;1;2;"1,2";NA
"FA20_UMTG2QH5XFWJ";1;1;2;1;2;1;3;"2,9";NA
"FA20_RSWTH6SGCNF2";1;1;3;2;1;2;3;"10,18";NA
"FA20_W0W61J5PQMDK";1;1;2;1;3;1;2;"5,10,18";1
"FA20_3MGF1WUKKZX6";4;4;1;3;4;1;4;"1,2";NA
"FA20_G5NKVZ2KP5VB";1;3;2;2;3;2;2;"1";NA
"FA20_7T6T7JJ5OIFT";1;1;3;2;2;1;1;"8";NA
"FA20_8NTFF7PL11T6";1;2;4;1;3;1;4;"2";NA
"FA20_3TP97VFVUXGY";1;2;3;1;4;1;4;"2";NA
"FA20_RZSSLVYW3ZAZ";1;1;1;1;1;1;1;"15";NA
"FA20_NG3XMHSODW4Z";1;2;2;2;3;2;2;"1,11";NA
"FA20_QMC3L6PBL2YZ";1;3;1;1;3;1;3;"1,2";NA
"FA20_HPNSQA8YVE1L";1;1;2;1;2;2;2;"2";NA
"FA20_WBFWJ4BM466K";2;2;2;3;3;3;2;"2";NA
"FA20_9BL2PZESF2TP";1;2;3;2;2;2;3;"5,18";4
"FA20_S8PSGVQP866B";1;1;1;1;1;1;1;"4,5,15";3
"FA20_4ZTCU4HQFR8E";1;1;4;1;1;1;2;"1,14,19";NA
"FA20_IQESTSWEITPF";1;2;4;2;3;2;4;"6,7";NA
"FA20_O5OGAVXX5JOM";1;1;2;1;2;1;2;"2,7,9,18";NA
"FA20_GZRUS5COXY9I";1;4;4;1;4;1;3;"1,2,8";NA
"FA20_TNJU6511GDY3";1;1;2;2;2;2;2;"10";NA
"FA20_EMJ4TRKA829K";1;1;3;2;1;1;4;"9,18";NA
"FA20_KJNP0ADW5PTD";1;1;3;1;2;1;3;"1,4";NA
"FA20_Z6DVYXONQR65";3;1;1;2;2;3;1;"7";NA
"FA20_YNPBSU5A6LEE";1;1;2;1;2;2;2;"2";NA
"FA20_5QQCTDBWOOEC";1;3;2;2;3;3;1;"15";NA
"FA20_MCGDJXD4IF2E";1;3;1;1;3;3;2;"1";NA
"FA20_KDYPQA38VG0J";1;1;2;1;1;1;2;"1,5";1
"FA20_ZPPOMJW4DPE3";1;1;2;3;3;3;2;"5,7,10,12,18";2
"FA20_7USHPLDFQQ53";1;3;2;1;3;2;1;"5";3
"FA20_1RVSM5GCVVGM";1;1;NA;NA;1;1;NA;"2";NA
"FA20_JNAYSU5BYRYR";1;1;4;1;1;1;4;"18";NA
"FA20_UMT2A8IY6C0R";1;2;2;2;2;2;2;"1";NA
"FA20_QOYLFAWOD3NW";2;4;4;2;3;3;3;"1,5,9";2
"FA20_M2ENVF1RY3DH";1;1;4;1;2;2;3;"5";4
"FA20_PT2YHP0OSIG6";1;1;4;1;1;1;3;"2,5,7,18";1
"FA20_EF1RKTNDNFY6";1;1;3;1;2;1;3;"2,5,6";1
"FA20_7H5R3X5OMG7W";1;3;2;2;3;2;2;"1";NA
"FA20_ZG1OU8FF8MKT";1;2;4;1;2;1;4;"1,2,18";NA
"FA20_D9W5JDT2C66P";1;1;3;1;2;1;2;"1";NA
"FA20_CFPSWBWW8ZHS";1;2;3;1;2;2;3;"2,18";NA
"FA20_VWI7866TXH6F";1;1;3;1;1;1;3;"15";NA
"FA20_I1C17E9C6N1L";1;2;3;1;2;1;2;"2,12,17,18";NA
"FA20_LE3M988AYACN";1;1;1;2;2;2;2;"5,15";2
"FA20_0MKHHGE0CE9G";1;1;1;1;1;2;NA;"10,14,15";NA
"FA20_5SXI7HF90IG7";2;1;2;1;2;1;2;"2";NA
"FA20_VPXXIVB39G1A";4;4;1;3;4;4;1;"2,5";3
"FA20_5ADZITPEMS0W";1;3;3;2;3;2;4;"1,2,18";NA
"FA20_6P7ZDV2NURY7";1;4;1;3;3;3;1;"15";NA
"FA20_7XDOBZF1GIAL";1;1;1;1;1;1;1;"1";NA
"FA20_CZW7MY4IZZ4B";2;1;1;2;3;1;1;"1";NA
"FA20_EP0O22AT8B3J";1;2;3;1;4;2;1;"1,2,5,14";1
"FA20_OAU3IPVWRX7Y";1;1;1;1;1;1;2;"19";NA
"FA20_LRCQNCT7Q0NL";1;1;1;1;1;1;2;"1,4,5,18";1
"FA20_VV55CJGPGO8M";1;1;1;1;2;3;2;"2,5,15";2
"FA20_SW6UACJMJMQQ";1;3;2;1;4;2;2;"1,2";NA
"FA20_B7VJKBEZX1DO";1;1;4;1;2;1;4;"2,5,15";1
"FA20_MKNJQI1VM38O";2;2;2;1;2;1;2;"3";NA
"FA20_RCX1U2V2QQY6";2;4;1;2;3;2;1;"2";NA
"FA20_RK3GFJYY8ATN";1;2;2;1;3;1;3;"2";NA
"FA20_R94ZAT2PXRRN";1;1;1;2;1;1;3;"4";NA
"FA20_E35WVASWXPJA";1;2;4;1;4;1;2;"2";NA
"FA20_QBRMAPUN0UX1";2;3;2;2;3;1;2;"1,2";NA
"FA20_76Y2OQ1BCCNM";3;2;2;2;3;2;3;"2,8";NA
"FA20_R3W1490CEGQ7";1;2;2;2;2;2;2;"7";NA
"FA20_OUBGBNCG1TTF";1;2;1;1;3;1;2;"2,5,9";1
"FA20_GS8Y819KYQ4K";1;2;4;1;3;1;4;"6,9,11,18";NA
"FA20_863EEDKBJ7BL";1;3;3;2;4;2;3;"2";NA
"FA20_388BSNJLGFAJ";1;1;4;1;2;1;4;"2";NA
"FA20_D54124WPYK9G";1;2;4;1;2;1;3;"2,5,8,16,17";1
"FA20_BWQTF0LY0CH8";1;1;4;1;1;1;3;"1,4,5";2
"FA20_MQYZO6839IRX";1;2;2;4;3;4;4;"5,18";3
"FA20_GKZF1F8YW53Q";1;1;4;1;2;1;4;"10,18";NA
"FA20_T4H6A759ZE3P";1;3;2;2;4;3;3;"5,15";3
"FA20_ZP4MCKROCS9O";1;2;3;1;2;1;2;"1,5";1
"FA20_NH8T9KRBNPVN";1;2;3;1;2;1;NA;"19";NA
"FA20_O4GFHD95X1EP";2;3;3;1;4;1;1;"9";NA
"FA20_3OBP2KUVFP2K";1;1;3;1;1;1;4;"5";3
"FA20_542LNPOBACIQ";1;2;2;3;2;4;3;"2,9";NA
"FA20_ZLVB252IJ85Q";2;3;3;1;2;2;2;"1,2,4";NA
"FA20_J3KXST2VE4WF";1;2;2;2;2;2;2;"2,5";3
"FA20_XNHLT9I4IK0N";1;1;2;2;2;2;3;"1,2";NA
"FA20_D2Y5VNCBLHYG";1;2;4;1;2;2;3;"1";NA
"FA20_4N4QJHCFYM6L";1;2;2;1;3;3;1;"1,6";NA
"FA20_QBDGL5404TFG";2;3;1;3;4;4;3;"1,2,18";NA
"FA20_FFB6RWHE8WJ3";1;2;1;1;1;1;3;"1,5,18";1
"FA20_FZFQFU02PCZX";1;1;2;1;1;1;4;"19";NA
"FA20_ZI1NFLWM60V7";1;1;2;1;2;1;2;"1,2,4,10,13";NA
"FA20_73FSNKVTC24V";1;1;NA;NA;3;2;NA;"4,13";NA
"FA20_H7EY2KBJEJK6";1;2;2;1;3;1;4;"11";NA
"FA20_J7W24TVXZJOP";1;2;2;1;2;1;2;"2,7,12,15,18";NA
"FA20_VIWSWPC4VGL7";1;2;1;4;2;4;1;"1,5,15";3
"FA20_2ISFC50E04CO";1;1;4;1;2;1;4;"8";NA
"FA20_VEN5WRRL8H3N";1;3;3;2;3;2;3;"2,18";NA
"FA20_T8OBCTIXG17O";1;3;2;3;3;3;2;"2,18";NA
"FA20_V2JFGAJR6H82";1;1;3;1;1;1;2;"1";NA
"FA20_BVDK46OJ8ZEV";1;1;2;1;1;1;2;"1";NA
"FA20_01GGS494K9QA";1;1;1;3;2;3;1;"2";NA
"FA20_YH6TC730JPDR";1;1;2;1;4;1;2;"2";NA
"FA20_ZEIUC854BCK9";1;1;1;2;2;2;2;"12,15,18";NA
"FA20_AN2Z9BDAM4WU";1;1;4;1;2;1;4;"1,4,18";NA
"FA20_3Q4B1L378WX5";1;1;2;1;1;1;2;"1,5,12,14";2
"FA20_ODAKJYFFQK8T";1;1;1;1;4;1;1;"2";NA
"FA20_ODLISU7ZNRJB";2;1;3;1;3;4;1;"4";NA
"FA20_SOJBJA7UU63W";1;2;2;2;2;3;2;"1";NA
"FA20_9W79156E487O";1;1;2;1;2;1;1;"1,5,18";1
"FA20_HY4TTEJTO2BA";1;1;2;1;2;1;4;"1";NA
"FA20_B86L645P06RU";1;1;1;1;1;1;1;"2";NA
"FA20_ANBJGSMP5D0H";1;1;3;1;2;1;3;"10,18";NA
"FA20_0CQ277AQDRLV";2;3;3;2;3;3;2;"10";NA
"FA20_R7K408JV0A6I";1;4;4;2;4;1;4;"1,2,5,7";2
"FA20_SBNV0HK4HXNQ";1;1;2;1;3;2;2;"2,4,5,18";1
"FA20_TZN50MZN3AK7";3;2;1;1;3;1;1;"2,4";NA
"FA20_V2DS443OTK4P";1;1;2;1;2;2;NA;"2,10";NA
"FA20_8K9JU9W15YXL";1;1;3;1;1;1;2;"1";NA
"FA20_NX3Z9VJ7DRLP";3;1;4;2;2;2;4;"1,4,5,7,10,12,15,18";2
"FA20_O4KV8V3A2W0I";1;1;4;1;1;1;2;"2,10";NA
"FA20_4UUD2SSDBH98";1;1;2;1;2;1;3;"2,4,5,9";2
"FA20_T7HYZRK76AKW";1;1;4;1;1;1;3;"4,5,18";1
"FA20_099DSJXP660I";1;1;4;1;1;1;4;"2,7";NA
"FA20_GURZOT2KPLC6";1;1;4;1;2;1;NA;"1,2,18";NA
"FA20_LLXHQUE33MV6";1;2;1;1;2;1;1;"15";NA
"FA20_GOJ7XXWQD67D";1;2;3;1;2;1;3;"4,18";NA
"FA20_5T5KVD0THMII";1;2;3;1;2;1;4;"9,18";NA
"FA20_FTH4MHSL8FNZ";1;1;4;1;3;2;2;"1,2,5,11,12";1
"FA20_CO34FWPBN86Y";1;2;3;1;2;2;3;"18";NA
"FA20_OGXYISDVWR3T";2;4;2;2;4;3;2;"19";NA
"FA20_D0FON874RTYH";1;2;3;2;3;2;2;"1,2,5";2
"FA20_C7X3L5XFW9GG";1;3;4;2;3;3;3;"8";NA
"FA20_YZVDHG7HO3CG";1;2;2;1;2;1;3;"10,15";NA
"FA20_9LAZI904NJ1W";1;1;2;1;2;1;1;"2,10";NA
"FA20_ES306QTH1J6Y";1;1;3;1;2;1;3;"1,10";NA
"FA20_M8OF23O42T1G";1;4;1;4;4;4;3;"9";NA
"FA20_LX8BP1850N1W";1;2;3;1;1;1;3;"4,18";NA
"FA20_IS7ZXBUV5ZL6";1;1;2;2;2;3;3;"1";NA
"FA20_1FS82D2KKGZR";1;1;2;1;2;1;2;"1";NA
"FA20_241JGPZFPSRT";1;3;2;1;4;1;2;"1,2";NA
"FA20_Y403P4X0QGOL";1;1;4;1;1;1;4;"10";NA
"FA20_AELBLBYS1KCR";1;2;2;1;4;1;2;"2,5,18";2
"FA20_CBRV4WEV3QIK";1;1;4;1;1;1;4;"7";NA
"FA20_J3XX7NX7M0J4";1;3;1;1;4;2;1;"2";NA
"FA20_HOVEUFNI77TA";3;2;1;1;3;1;1;"2,18";NA
"FA20_PEBARMZ4TXUL";1;1;2;1;2;1;3;"1,2,5,10,12";1
"FA20_DBQWRNUXUV24";1;1;4;1;1;1;3;"12";NA
