"id";"momentary_wellbeing_angry_ema";"momentary_wellbeing_worried_ema";"momentary_wellbeing_happy_ema";"momentary_wellbeing_sad_ema";"momentary_wellbeing_stressed_ema";"momentary_wellbeing_lonely_ema";"momentary_wellbeing_accepted_ema";"momentary_context_activity_ema";"momentary_context_social_media_ema"
"FA20_BP7U0HPV6NDH";1;1;3;1;1;1;3;"1,15";NA
"FA20_MZWKTTHZHL6F";1;3;2;2;3;1;2;"2,12";NA
"FA20_YXAT3DZZVNMI";1;1;4;1;1;1;4;"1";NA
"FA20_JYAJ164HBGBY";1;2;3;1;3;1;2;"15";NA
"FA20_12GTK3PVGKNB";1;1;3;1;3;1;2;"5,18,19";3
"FA20_V983MZBILWY7";1;1;4;1;4;1;2;"1";NA
"FA20_V5W6BN258N3S";1;1;2;1;2;1;2;"1,2,4,5,15";1
"FA20_QQ72JKP8R2SQ";1;1;2;3;3;1;2;"1";NA
"FA20_2NY4QTF1SDIX";1;2;2;1;3;2;3;"2,5,12,15,18";2
"FA20_POX6E9JNWWV2";2;1;2;3;4;2;3;"9";NA
"FA20_XP1SP93E5QZE";3;3;1;2;3;3;1;"1,6,7";NA
"FA20_EP0O22AT8B3J";1;3;1;1;3;1;1;"1,4";NA
"FA20_CQ4O0ZFFXZ6C";1;1;1;1;2;1;4;"1";NA
"FA20_SG866F1KR0FR";1;1;4;2;1;1;2;"15";NA
"FA20_RLDIU8C8VEBD";1;1;3;1;1;1;3;"2,4,12";NA
"FA20_BVDK46OJ8ZEV";1;2;2;2;2;1;3;"1,5";3
"FA20_P4HQ1QC2R1ZS";1;1;1;2;3;3;2;"5";4
"FA20_JEPC7IYEL2JT";1;2;2;1;2;1;2;"2";NA
"FA20_BNF00PO74DQ9";3;3;3;3;4;4;2;"3";NA
"FA20_HH9M8MLBWKRE";1;1;1;1;1;1;1;"6,7";NA
"FA20_YD85N4YTH6UL";1;2;3;2;3;1;NA;"1,5";2
"FA20_4STMQIZ8Y75F";2;2;2;2;4;1;2;"5";4
"FA20_XNHLT9I4IK0N";1;1;2;2;2;2;2;"2";NA
"FA20_KUUAZ46Q47WC";1;2;4;1;1;1;4;"1";NA
"FA20_YGSN9WZEK36T";1;1;2;1;1;2;2;"1";NA
"FA20_2JVJPFQLAO2U";1;1;3;1;2;1;4;"1,2,5,18";1
"FA20_0CQ277AQDRLV";1;1;3;2;3;2;3;"15";NA
"FA20_G80MXJMUT02V";1;1;4;1;1;1;4;"1,2,5";2
"FA20_2JD4VI4Z1GUK";1;1;1;1;1;NA;NA;"2";NA
"FA20_Z6DVYXONQR65";1;2;1;1;3;3;1;"15";NA
"FA20_384GRHI7DP82";1;1;2;2;2;2;2;"15";NA
"FA20_UXDQ3X7ZSD7H";1;3;2;2;3;2;3;"9,15";NA
"FA20_N58XP8W5J1MM";1;3;2;1;3;1;1;"1";NA
"FA20_XDDXEBDSIFRS";1;2;2;3;2;1;NA;"1,5,9,13";1
"FA20_KCGUYRHMQRR5";1;1;4;1;1;1;4;"2";NA
"FA20_5HEE35323MCE";1;3;2;1;3;2;1;"11,15";NA
"FA20_C6Q6X42M5QLG";1;1;4;1;2;1;4;"1,18";NA
"FA20_IQ9OR7HO0Z17";1;1;1;1;1;1;1;"2,5";1
"FA20_701VVZX5J1BY";1;1;3;1;2;1;3;"1";NA
"FA20_RDJ8Z1D1CW84";1;2;1;1;2;1;2;"1,2";NA
"FA20_7RK3U01JNCD2";1;1;2;1;2;1;4;"3";NA
"FA20_DS7BKP11Z4QL";1;1;4;1;3;1;4;"1";NA
"FA20_GL29K8ZGOYU5";1;4;2;2;4;1;1;"13";NA
"FA20_QTXOM6KCRH5Z";1;1;4;1;1;1;4;"1,2,9,11,12";NA
"FA20_GHJQZSV3Q61P";3;3;1;3;3;3;1;"15";NA
"FA20_JZY3WRQQULX2";1;1;3;1;1;1;3;"10";NA
"FA20_241JGPZFPSRT";1;3;1;1;4;1;2;"1,2";NA
"FA20_3KU5YFR06IRM";1;1;4;1;1;1;4;"4,5,9,15";2
"FA20_4OJFZ518JSW1";1;1;3;1;2;1;4;"1";NA
"FA20_Q4BAG69ZCVOM";1;1;1;2;1;2;1;"1";NA
"FA20_B6BJ7B52KXCB";1;1;3;1;1;1;3;"15,18";NA
"FA20_9W79156E487O";1;1;2;1;1;1;3;"1";NA
"FA20_YKGDKD5JWGUZ";1;1;2;1;1;2;2;"1,2";NA
"FA20_MKHE2260V697";1;1;3;1;1;2;NA;"2";NA
"FA20_0EWERGFB6SBT";1;1;1;1;1;1;1;NA;NA
"FA20_OJ6IBN1SERSF";1;2;3;1;2;1;3;"15";NA
"FA20_YJ0T69391SLJ";1;2;2;1;2;1;2;"4,5,10";1
"FA20_VSMF49VVR2RS";2;2;2;3;3;3;2;"2";NA
"FA20_BYP9MYTYW1Q8";1;3;2;1;3;2;2;"1";NA
"FA20_TOUXFGNQJ9BK";1;1;4;1;2;2;3;"2,4,5,15,17";3
"FA20_8WWA9W3KRSG4";1;1;3;1;2;1;3;"1,19";NA
"FA20_6PS1F63XFGYA";1;2;2;2;2;2;2;"14,15";NA
"FA20_1FS82D2KKGZR";1;1;2;1;2;1;2;"1,18";NA
"FA20_35QXODH78SNR";2;2;3;2;3;3;2;"4";NA
"FA20_RM1TWEXX6QFX";2;2;2;2;3;2;2;"1,15";NA
"FA20_N58CLCUNAKP4";1;3;2;2;3;2;2;"15,18";NA
"FA20_HCYIEO67D2G9";1;2;4;1;3;1;4;"18";NA
"FA20_5XXLF8A4JZS6";1;1;3;1;1;1;2;"2,12";NA
"FA20_P23WR7CMHDDO";1;2;3;1;2;1;4;"19";NA
"FA20_1LW561SDY10I";1;1;3;1;1;1;3;"3,14";NA
"FA20_JNPLDZV8CUCY";1;2;2;3;2;2;1;"15";NA
"FA20_L0C9EHNMCXA7";1;1;2;1;2;1;2;"1";NA
"FA20_8T53PER4PQL2";1;3;2;2;4;1;3;"2,11,12";NA
"FA20_9GVI561L38ZC";1;3;3;1;2;1;3;"4,5,6,9,18";1
"FA20_A983T30F3EWT";1;1;3;1;2;1;3;"8";NA
"FA20_P5PK3NWWMAK0";1;1;2;2;1;3;2;"1";NA
"FA20_DGRW61Y4U6C3";2;2;2;2;2;2;2;"9";NA
"FA20_CVX20PNW9FB8";1;1;3;1;1;1;4;"1";NA
"FA20_1Y91NEDKRAM0";1;3;3;2;3;4;2;"1";NA
"FA20_HO81GXD1LOQW";1;1;3;1;1;1;2;"18";NA
"FA20_LC6C626SJ30E";1;1;4;1;1;1;3;"15";NA
"FA20_FK345NHKYDK5";1;3;2;1;4;1;4;"15";NA
"FA20_T4H6A759ZE3P";1;2;2;2;3;3;2;"15";NA
"FA20_9TNN6A8SXKWB";1;2;3;1;2;1;2;"1,7,12,18";NA
"FA20_W0W61J5PQMDK";1;1;4;1;1;1;4;"5,15,18";2
"FA20_4L4K08HG6Z4N";1;2;4;2;2;2;2;"15";NA
"FA20_6U9V12S0I4HZ";NA;NA;NA;NA;NA;NA;NA;NA;NA
"FA20_1U6WMF8OK5T1";1;1;3;1;1;1;2;"8,9,19";NA
"FA20_RZSSLVYW3ZAZ";1;1;2;1;1;1;2;"7";NA
"FA20_ODAKJYFFQK8T";1;1;1;1;4;1;1;"1";NA
"FA20_0ODH4SBSYB5M";1;1;1;1;1;1;1;"15";NA
"FA20_GZRUS5COXY9I";1;1;4;1;2;1;2;"8";NA
"FA20_WHBO60WCG8VC";1;1;2;1;2;1;2;"15";NA
"FA20_6QRPR6XE0GCJ";1;1;2;2;2;2;4;"7,18";NA
"FA20_56FS6YVGWNC6";1;1;2;2;2;3;2;"5,7,12";2
"FA20_XGG0Z7RAZO4E";2;3;2;3;4;3;4;"1,2";NA
"FA20_59VX2M5LAQV8";1;1;4;1;1;1;4;"1,2,4";NA
"FA20_1JYLDC6YTVSD";1;2;4;1;2;1;4;"15";NA
"FA20_T7HYZRK76AKW";1;1;4;1;1;1;3;"5,9,12,18";2
"FA20_IS7ZXBUV5ZL6";1;1;3;1;1;1;4;"15";NA
"FA20_KALQ7KNSONM3";1;1;2;1;2;1;3;"15";NA
"FA20_IBIV0W7CABS2";2;3;2;2;3;2;2;"15";NA
"FA20_YJXBKGRGH4UH";1;2;2;1;2;1;2;"1,5,18";2
"FA20_XW3FKT2J7NIN";1;1;1;1;1;1;NA;"1,4,15";NA
"FA20_ZLVB252IJ85Q";1;2;3;1;2;2;1;"9";NA
"FA20_02IYYIRNC5WN";1;1;1;1;4;1;1;"8,15";NA
"FA20_CS4S1WDO9K5N";2;2;3;2;2;3;2;"15";NA
"FA20_FJMAH9FNGCIX";1;1;3;1;1;2;2;"1,2,3,8";NA
"FA20_KL4TVICVCTZZ";1;1;3;2;2;1;3;"2,4,5,9,10,18";1
"FA20_5ADZITPEMS0W";1;1;3;1;1;1;3;"1,15";NA
"FA20_QROZNGYFB5AW";1;2;4;1;1;1;4;"15";NA
"FA20_TRXQUUTVXG3C";1;1;2;1;1;1;3;"1";NA
"FA20_6K6RRGWKBBN6";1;1;3;1;2;1;2;"5,12,13";2
"FA20_S15ZJ2AWU62Z";1;2;3;1;3;3;2;"1";NA
"FA20_B3U36GT9HAHV";4;NA;NA;NA;NA;NA;NA;"15";NA
"FA20_JL5B76YNMSC5";1;1;2;2;1;2;2;"2,6,18";NA
"FA20_SX4DDIDUX8XM";1;3;2;2;3;2;2;"4,15";NA
"FA20_DNTDYGYIOMZ7";1;2;2;2;3;2;NA;"15";NA
"FA20_D3MHDI7RH9YT";1;3;2;2;2;3;2;"15";NA
"FA20_L3ZZINXQEB8L";1;2;2;1;2;2;1;"1,2,5";1
"FA20_4UUD2SSDBH98";1;1;3;1;4;1;4;"2,12";NA
"FA20_BKU9G7QW1IUX";1;2;2;2;3;2;2;"2";NA
"FA20_XDHGFNEKPEIU";1;1;1;2;1;3;1;"1,5,15";2
"FA20_RK3GFJYY8ATN";1;1;4;1;2;2;3;"2,5,10,18";1
"FA20_7V0HSGY9WR1K";1;1;1;2;3;4;1;"11,15";NA
"FA20_EOYP5QMVGK1E";1;3;2;1;4;2;2;"1,7,19";NA
"FA20_TP0G9XEUW5J6";1;1;1;1;1;1;1;"15";NA
"FA20_NX3Z9VJ7DRLP";1;1;4;1;1;1;4;"1";NA
"FA20_VG7F2FR2PRAG";1;1;3;1;1;1;3;"11";NA
"FA20_BTTLK1OQTUIQ";1;1;3;1;1;2;2;"2,4,5,15";4
"FA20_TLBI628LVN89";1;2;2;4;3;3;2;"1";NA
"FA20_2S0E1CRZR8GH";2;3;1;2;4;2;2;"15";NA
"FA20_J3XX7NX7M0J4";1;1;1;1;1;2;1;"1";NA
"FA20_JKDVDTDJ0VC4";1;1;3;2;1;1;2;"15";NA
"FA20_VUR1Q9ZPQ10A";1;2;2;1;2;2;2;"1,2";NA
"FA20_2J8LI6S9I6ZA";1;1;1;1;1;2;1;"10";NA
"FA20_0MZ8EKJ09FJC";3;1;1;1;3;1;1;NA;NA
"FA20_KLXPNKO41BPR";1;2;3;1;2;2;3;"9";NA
"FA20_3BBJ7S6L9E84";1;1;3;1;2;1;3;"15";NA
"FA20_TNGXLIXTPH8Z";1;1;4;2;2;1;4;"3";NA
"FA20_NS9PCHY9HJ9V";1;1;2;1;1;1;3;"15";NA
"FA20_E7F3OFSY9D8P";1;2;2;2;2;2;2;"15";NA
"FA20_MZWKTTHZHL6F";1;4;3;2;4;1;2;"2,5,10";1
"FA20_KJNP0ADW5PTD";1;2;3;2;3;1;2;"5";4
"FA20_E1NQAZ6SZWDP";1;2;1;1;2;1;1;"15";NA
"FA20_AQQXGP94XOGR";1;3;2;1;3;2;4;"5,9,18";3
"FA20_LW6V6O1WYSZL";1;1;4;1;3;1;2;"1,3";NA
"FA20_N7MVALVPXH4A";1;2;4;1;2;2;2;"1,7";NA
"FA20_B7VJKBEZX1DO";1;3;3;2;3;2;3;"9,15,16,17,18";NA
"FA20_18FIRLUJFT4I";1;3;3;1;3;1;2;"1,9";NA
"FA20_ST8X27QBZ0YJ";4;4;1;4;4;4;1;"15";NA
"FA20_QDREO97610CL";1;3;4;3;4;1;NA;"3";NA
"FA20_BMG32UYY9DFN";1;2;3;1;3;1;3;"1";NA
"FA20_VNUQKCOY7PMX";1;2;3;2;2;3;3;"1,5,15";2
"FA20_OYMOQY0TKJ99";1;1;2;1;1;1;2;"1";NA
"FA20_YYGO1WLY7V5S";1;1;3;2;2;3;2;"1";NA
"FA20_GDT5CPYPFHAR";1;2;3;2;3;3;1;"10,18";NA
"FA20_ALSSYPJ883QK";1;2;2;1;3;1;2;"9,12";NA
"FA20_EMJ4TRKA829K";1;1;2;1;2;1;NA;"19";NA
"FA20_JHU4N9QIQK0Z";1;2;3;2;2;1;3;"1";NA
"FA20_X6CT6KPD3MYT";1;1;4;1;1;1;4;"10";NA
"FA20_1CT1IHMU8IGH";1;3;1;1;3;1;4;"4,15";NA
"FA20_JW6UJ9RBKK7J";1;2;3;3;2;1;4;"1";NA
"FA20_JALEY6KAJH0E";1;4;3;2;3;1;4;"15";NA
"FA20_IQ9OR7HO0Z17";1;2;1;1;2;1;2;"1,2";NA
"FA20_O93DEXNGN94H";1;2;3;1;2;1;3;"6,19";NA
"FA20_12GTK3PVGKNB";1;1;3;1;3;1;NA;"1";NA
"FA20_WTLE93PVUD0M";1;3;1;3;4;3;1;"3,10,18";NA
"FA20_2ORSMDIINHQB";1;1;1;1;1;1;1;"1";NA
"FA20_WTYGKCZ9R79K";2;3;3;2;2;2;4;"7";NA
"FA20_AF5OESQKIFS7";1;2;4;1;2;1;3;"1,10,18";NA
"FA20_ZI1NFLWM60V7";1;1;2;1;2;1;2;"2,7,10";NA
"FA20_MAMM5JI2A6NK";1;1;3;1;1;1;4;"15";NA
"FA20_I5TIAHM9GDFI";1;3;1;4;1;2;1;"1,2,19";NA
"FA20_RZSSLVYW3ZAZ";1;1;3;1;1;1;1;"1";NA
"FA20_P45EI5I72MH5";2;2;3;1;2;2;3;"1,2,14";NA
"FA20_Z7Z49R098EMB";1;1;2;2;4;1;3;"15";NA
"FA20_UMT2A8IY6C0R";1;3;2;2;3;1;2;"2,6,10,18";NA
"FA20_XUXWMQKTU87A";1;2;3;2;2;3;3;"2";NA
"FA20_JNIGJCG78XUW";1;1;3;2;2;1;4;"1,4,10";NA
"FA20_T6AB8CH75LZE";1;1;3;1;1;1;4;"2,10,11";NA
"FA20_GKZF1F8YW53Q";1;1;4;1;1;1;4;"1,8,15";NA
"FA20_FNBG31NUQDRF";2;3;3;1;2;1;3;"1,2";NA
"FA20_CS4S1WDO9K5N";2;2;3;2;2;2;2;"5";3
"FA20_U5FZTWOKCYU7";2;2;2;2;3;3;2;"1";NA
"FA20_L3ZZINXQEB8L";1;2;2;1;2;2;2;"1,2";NA
"FA20_P8RDCLW9P6SQ";1;3;1;1;3;2;1;"4";NA
"FA20_BVDK46OJ8ZEV";2;3;2;2;2;1;3;"2";NA
"FA20_QYB68S38W0BS";1;1;4;1;2;1;3;"1,6,7,9,12";NA
"FA20_NNPDRYCMGX5B";NA;NA;NA;NA;NA;NA;NA;NA;NA
"FA20_4OJFZ518JSW1";1;3;2;1;3;1;3;"2";NA
"FA20_2OYTJ60D2K3L";1;1;3;1;1;1;2;"5";4
"FA20_ZLVB252IJ85Q";3;2;4;3;2;1;1;"6";NA
"FA20_GS8Y819KYQ4K";1;2;3;1;3;2;2;"1,5,18";1
"FA20_P23WR7CMHDDO";1;2;2;1;2;1;3;"1";NA
"FA20_FK345NHKYDK5";1;1;3;1;1;1;4;"1";NA
"FA20_M8OF23O42T1G";1;1;2;4;2;4;2;"1";NA
"FA20_5QQCTDBWOOEC";1;3;3;1;4;2;2;"2,18";NA
"FA20_IZHS47DFRMGM";1;3;2;3;3;3;1;"15,18";NA
"FA20_4STMQIZ8Y75F";4;2;1;1;4;1;2;"2";NA
"FA20_VUR1Q9ZPQ10A";1;2;2;1;2;2;2;"2";NA
"FA20_KJUUGEII0LOW";1;1;2;1;1;1;1;"18";NA
"FA20_OBPMXIG0DHYS";1;2;2;1;2;1;NA;"2";NA
"FA20_384GRHI7DP82";1;1;2;2;1;2;2;"19";NA
"FA20_5YEEYJ7U2X71";1;1;2;4;4;3;2;"6,7,14";NA
"FA20_5Q6Q8EA4O0FL";1;1;1;2;2;1;1;"2";NA
"FA20_MYNLLWKMP27K";1;1;4;1;1;1;4;"8,10";NA
"FA20_1JYLDC6YTVSD";1;2;4;1;2;1;4;"9,15";NA
"FA20_5O972WLZHQFH";2;2;3;1;2;1;3;"1,5";2
"FA20_MJARZ4AYEDZV";1;1;4;1;1;1;4;"10";NA
"FA20_KGJ4VFW9GMFU";1;2;3;1;3;2;3;"4,5,18";2
"FA20_8ENADLO6PBW9";1;1;4;1;1;2;1;"15";NA
"FA20_CNDGQ6V49E2D";1;1;2;3;2;2;3;"2,18";NA
"FA20_AUVDM3655JWU";1;1;1;1;2;1;2;"2,4,18";NA
"FA20_F4E3C9V02ZNX";1;2;3;1;2;1;3;"2,3";NA
"FA20_VSMF49VVR2RS";2;3;2;3;3;3;2;"2,5";3
"FA20_YYA6V8G6KV9T";1;1;2;1;2;2;2;"5,10";3
"FA20_190716ULGHJ8";1;1;3;1;2;1;3;"4,5";2
"FA20_8WWA9W3KRSG4";1;1;2;1;2;1;4;"1,2,10,18";NA
"FA20_ALSSYPJ883QK";1;3;1;1;3;1;1;"1,2";NA
"FA20_56FS6YVGWNC6";1;1;2;2;2;3;2;"2,5,7";2
"FA20_C63EK788L5Z1";2;3;2;1;3;3;2;"4";NA
"FA20_VNAFWFKQ9MYY";1;2;2;1;2;1;2;"2";NA
"FA20_BWQTF0LY0CH8";1;2;1;1;2;1;1;"1,2";NA
"FA20_QROZNGYFB5AW";1;1;4;1;3;1;4;"1,5,15";3
"FA20_41CVDUG41HMA";1;1;3;1;1;1;3;"2,9,12";NA
"FA20_AN3YPS0CBOYL";1;2;2;1;3;1;2;"5,7,15,18";2
"FA20_U3ZZQHGCWZHG";1;1;3;1;1;1;4;"2,7,14";NA
"FA20_S5ZVJUCUIOEJ";1;2;2;3;1;3;2;"5";4
"FA20_ZF0HVA92HFS6";1;1;2;1;1;1;1;"5,6,8";1
"FA20_B3U36GT9HAHV";1;1;1;1;3;1;1;"7";NA
"FA20_0ODH4SBSYB5M";1;1;1;1;1;3;1;"1";NA
"FA20_2S0E1CRZR8GH";3;2;1;2;2;2;2;"15";NA
"FA20_T51DYP8QZNQE";1;2;4;1;2;1;4;"7";NA
"FA20_CP8TJG53YKSS";1;1;3;2;4;3;4;"10";NA
"FA20_11G699LZZFCO";1;2;2;3;2;2;1;"1";NA
"FA20_9TNN6A8SXKWB";1;2;3;2;2;2;3;"1,5,11";1
"FA20_23EEO07TFNXZ";1;1;4;1;1;1;2;"15";NA
"FA20_ZP4MCKROCS9O";1;1;3;1;2;1;3;"1";NA
"FA20_W675IYGP9DUX";1;3;4;2;2;1;3;"1,2,7,18";NA
"FA20_ZIULPFSCQ7JQ";1;1;4;1;2;1;4;NA;NA
"FA20_A983T30F3EWT";1;1;2;1;2;1;3;"10,12,18";NA
"FA20_3KU5YFR06IRM";1;1;4;1;1;1;4;"5,7,12";2
"FA20_QTXOM6KCRH5Z";1;1;4;1;1;1;4;"1,2";NA
"FA20_PBMZFBO3RQMF";1;1;4;1;2;1;2;"2";NA
"FA20_9PSTJPUUV1IM";1;1;3;1;1;1;3;"2,7";NA
"FA20_262M5PN3PILW";1;1;4;2;1;1;4;"15";NA
"FA20_DXC0A52M4Z5P";1;1;2;3;2;1;2;"4,7";NA
"FA20_E1NQAZ6SZWDP";1;2;1;1;2;1;1;"2";NA
"FA20_90VP07QT3SBM";1;1;2;1;1;1;1;"1";NA
"FA20_KCGUYRHMQRR5";1;1;4;1;1;1;4;"8";NA
"FA20_18FIRLUJFT4I";1;2;3;1;2;1;3;"2,9,13";NA
"FA20_FXUI80F6PMAZ";1;3;3;1;3;2;3;"1,2";NA
"FA20_LW2KJBD5EUS3";1;1;2;1;1;1;3;"15,18";NA
"FA20_L4I4KPAPCLDB";1;1;4;1;2;1;3;"1,2,3";NA
"FA20_PRLBB7GPQR3H";1;3;4;2;3;3;3;"9";NA
"FA20_0GN5N1TAG1XZ";1;2;2;1;2;1;3;"6,7";NA
"FA20_2NNCB8CH28S6";1;1;3;1;1;1;3;"2,5,9,12";2
"FA20_P4HQ1QC2R1ZS";1;1;2;2;3;2;3;"2,10,18";NA
"FA20_L0C9EHNMCXA7";1;1;2;1;2;1;2;"5,10";4
"FA20_PS9BAMZ7BSQ7";1;1;3;1;1;1;3;"6,7,19";NA
"FA20_NBB14IC4KAUF";1;1;3;1;1;2;3;"1";NA
"FA20_3L9S10DEQN30";1;2;4;1;3;1;3;"1";NA
"FA20_XZX7ZXXEVZ8D";1;2;2;1;3;1;2;"2";NA
"FA20_XHJHO6E7M84Y";1;1;4;1;1;1;3;"1,18";NA
"FA20_UOSNUUH0V08J";1;1;1;1;2;1;1;"15";NA
"FA20_241JGPZFPSRT";1;3;1;NA;4;NA;NA;"15";NA
"FA20_GJWVAXTH6798";1;1;4;1;1;1;4;"5,10,12";3
"FA20_QFRB3S11Q41Q";1;1;NA;1;1;1;4;"9,15";NA
"FA20_ZH7MNR8O65ZS";1;1;1;1;2;2;2;"15";NA
"FA20_GHJQZSV3Q61P";2;3;2;3;3;3;1;"4,5,7,9";1
"FA20_SASNGITMZM9I";1;1;2;1;1;1;4;"15,18";NA
"FA20_6RRB7RD66BEJ";1;1;4;1;1;1;4;"1,5,11";2
"FA20_DA7WNR6UUJGI";1;4;2;2;2;2;1;"15";NA
"FA20_FFB6RWHE8WJ3";1;1;1;2;1;2;2;"1,4";NA
"FA20_QBFVI3SX4GD3";1;1;1;1;1;1;1;"6";NA
"FA20_XP1SP93E5QZE";2;2;2;3;3;4;1;"6";NA
"FA20_GZRUS5COXY9I";1;1;2;1;4;2;4;"2";NA
"FA20_1Y91NEDKRAM0";1;3;2;2;2;4;2;"5";4
"FA20_2JD4VI4Z1GUK";1;1;2;1;1;1;NA;"5,19";4
"FA20_HO81GXD1LOQW";1;1;2;1;2;1;2;"1,2";NA
"FA20_UZHDNS5PEZ1N";1;3;1;2;4;2;1;"1";NA
"FA20_HB3HWD7HMGT9";1;1;3;1;2;1;3;"7,8,18";NA
"FA20_VWI7866TXH6F";2;2;2;2;2;1;2;"2,4";NA
"FA20_BMG32UYY9DFN";2;1;2;1;3;1;3;"1,2";NA
"FA20_4XN4G1RRUX28";1;1;1;1;1;1;1;"1,2,5,12,18";1
"FA20_AQA3E69Y4VPW";1;4;1;2;4;2;2;"7";NA
"FA20_VVJABDFTID35";1;2;2;2;2;1;2;"1,2";NA
"FA20_D9V3JEJ4C1XS";1;3;3;4;2;3;2;"2,7,12";NA
"FA20_CQ4O0ZFFXZ6C";1;1;1;1;1;1;4;"15,18";NA
"FA20_85PCQ5ARXKBK";1;2;4;3;4;1;3;"15";NA
"FA20_5HN4UYRBAJU6";1;3;1;1;2;1;1;"1,2";NA
"FA20_CK54W46WDWLO";2;2;2;3;2;3;3;"2,6,18";NA
"FA20_9I0VRROSCMQI";1;1;3;2;2;1;3;"6,15";NA
"FA20_BCXX38WH75CQ";1;2;3;2;3;2;4;"1,2,4,5,9,11";2
"FA20_D2Y5VNCBLHYG";1;2;3;1;2;1;3;"15";NA
"FA20_7RK3U01JNCD2";1;1;1;1;1;1;1;"2,5,10";4
"FA20_O2KMWVSOY7IV";1;2;1;1;2;3;1;"15";NA
"FA20_6PP5DS82IEEX";1;3;3;1;4;1;4;"1,2";NA
"FA20_MLF1O3733RW7";1;1;3;1;2;1;3;"11";NA
"FA20_S31L15EWA7RW";1;1;2;1;1;1;3;"1";NA
"FA20_391KS20NQZMB";1;3;2;2;4;2;2;"15";NA
"FA20_DO8ZMRUU58D3";1;1;1;1;1;1;3;"7,10,15";NA
"FA20_JL5B76YNMSC5";1;2;2;1;2;2;3;"1,4,9";NA
"FA20_2AT2LY5G5UB1";1;3;2;3;4;4;1;"18";NA
"FA20_5231MCDSUGBA";2;2;2;3;2;3;2;"13";NA
"FA20_NX3Z9VJ7DRLP";1;1;3;1;1;1;4;"10,19";NA
"FA20_M4F4YLHPH93W";3;4;2;3;4;3;2;"12";NA
"FA20_XDHGFNEKPEIU";1;1;1;3;1;3;1;"1,5,15";2
"FA20_GDT5CPYPFHAR";2;2;3;2;3;3;3;"9,10,18";NA
"FA20_DGVZOFW1D4XC";1;1;4;1;2;1;4;"1";NA
"FA20_RONLPC2YX45I";1;1;3;1;1;2;3;"9,19";NA
"FA20_K2PE1ORLLWJA";1;1;2;1;1;1;2;"1,2";NA
"FA20_46IGW86RHFL3";1;2;3;2;2;3;NA;"8";NA
"FA20_89I88TVVSR20";1;3;4;1;3;1;4;"1";NA
"FA20_SBNV0HK4HXNQ";4;2;1;1;3;2;1;"5,6,15";1
"FA20_VH48WRAUV72N";1;1;1;1;2;3;1;"1,2,18";NA
"FA20_R81LGG6K4I3W";3;1;1;1;2;1;1;"10,18";NA
"FA20_TNGXLIXTPH8Z";1;1;4;1;2;1;4;"3";NA
"FA20_DI7OHA9KY1K4";1;3;1;3;3;3;1;"5";4
"FA20_NG56P668SZBP";1;1;4;1;1;1;4;"2";NA
"FA20_S8PSGVQP866B";1;2;1;1;2;2;1;"1";NA
"FA20_5HEE35323MCE";2;3;1;4;4;3;1;"1";NA
"FA20_XE841UA835UI";1;2;2;4;3;3;3;"15";NA
"FA20_SKUF6VFTOFAK";1;2;2;2;3;1;2;"8,15";NA
"FA20_EM46OYVM62JH";1;2;4;1;2;1;4;"15";NA
"FA20_OCTZGAW0Y65M";1;2;2;1;3;1;2;"2";NA
"FA20_B6BJ7B52KXCB";4;3;1;2;4;2;2;"2";NA
"FA20_DTJBEGDMZRNF";1;2;3;1;3;2;3;"1,2";NA
"FA20_VG7F2FR2PRAG";1;1;4;1;1;1;3;"5";2
"FA20_O7IWBC5MN1II";1;1;1;2;3;2;1;"4,18";NA
"FA20_MKHE2260V697";1;1;3;1;1;1;NA;"1,2";NA
"FA20_OAA1SWV1EZGL";1;2;2;1;4;1;1;"11";NA
"FA20_OUBGBNCG1TTF";1;2;1;1;3;1;2;"1,5";1
"FA20_DX6YK0GPH07B";1;1;2;1;2;1;2;"2,6,18";NA
"FA20_T7HYZRK76AKW";1;1;2;1;1;1;2;"1,5";2
"FA20_RM1TWEXX6QFX";1;2;2;1;2;2;2;"1,5,15";3
"FA20_0IVRD2QPWXI2";1;1;4;1;1;1;4;"15";NA
"FA20_1L2HFGGYW98L";1;1;4;1;1;1;3;"10,15,18";NA
"FA20_OAU3IPVWRX7Y";1;1;1;2;1;2;2;"1";NA
"FA20_IRKUAEIQ7TW1";1;1;3;1;1;2;2;"2";NA
"FA20_1U6WMF8OK5T1";1;1;4;1;1;1;3;"18";NA
"FA20_N7MVALVPXH4A";1;2;4;2;3;3;2;"2,7";NA
"FA20_NP4X1T6JP83V";1;1;1;1;1;1;2;"19";NA
"FA20_O4KV8V3A2W0I";1;1;2;2;3;2;1;"15";NA
"FA20_CYJ3LJ1VEAUY";3;3;1;3;3;3;2;"4";NA
"FA20_XW3FKT2J7NIN";1;1;2;1;1;1;2;"1,11";NA
"FA20_P5PK3NWWMAK0";1;1;2;1;1;3;2;"7";NA
"FA20_I0PCOG2G0S3T";1;3;1;1;2;2;1;"2";NA
"FA20_NVB7YOZHCXRF";1;2;4;1;3;1;4;"1,2";NA
"FA20_HY4TTEJTO2BA";1;2;3;1;2;1;NA;"19";NA
"FA20_VD48ANY6B46L";1;1;3;1;1;1;2;"5";3
"FA20_XLSQXGMKLDYT";1;1;4;1;1;1;4;"7,8";NA
"FA20_X1JKELBHX5DB";1;2;3;1;1;1;3;"19";NA
